"","PDGFNS2_aligned.bam"
"ENSRNOG00000064411",0
"ENSRNOG00000066589",0
"ENSRNOG00000063401",0
"ENSRNOG00000018645",14305
"ENSRNOG00000070596",0
"ENSRNOG00000024200",0
"ENSRNOG00000063172",0
"ENSRNOG00000012237",1533
"ENSRNOG00000026629",0
"ENSRNOG00000064467",0
"ENSRNOG00000008972",0
"ENSRNOG00000068253",0
"ENSRNOG00000067404",0
"ENSRNOG00000006713",23
"ENSRNOG00000018700",0
"ENSRNOG00000062318",0
"ENSRNOG00000012386",3737
"ENSRNOG00000006584",0
"ENSRNOG00000065961",0
"ENSRNOG00000020853",1532
"ENSRNOG00000063219",0
"ENSRNOG00000068805",0
"ENSRNOG00000063030",0
"ENSRNOG00000068293",0
"ENSRNOG00000042061",0
"ENSRNOG00000070365",0
"ENSRNOG00000068168",0
"ENSRNOG00000062711",0
"ENSRNOG00000020862",1477
"ENSRNOG00000019382",433
"ENSRNOG00000070533",0
"ENSRNOG00000012480",1055
"ENSRNOG00000063967",0
"ENSRNOG00000031423",0
"ENSRNOG00000045713",0
"ENSRNOG00000067825",0
"ENSRNOG00000011446",5
"ENSRNOG00000017704",2681
"ENSRNOG00000064393",0
"ENSRNOG00000011663",419
"ENSRNOG00000006684",747
"ENSRNOG00000066528",0
"ENSRNOG00000067064",0
"ENSRNOG00000014588",353
"ENSRNOG00000067386",0
"ENSRNOG00000064893",0
"ENSRNOG00000047917",3
"ENSRNOG00000062368",0
"ENSRNOG00000033026",0
"ENSRNOG00000026232",0
"ENSRNOG00000067908",2
"ENSRNOG00000068076",0
"ENSRNOG00000039239",0
"ENSRNOG00000067226",0
"ENSRNOG00000065186",192
"ENSRNOG00000064473",0
"ENSRNOG00000010149",1264
"ENSRNOG00000067711",0
"ENSRNOG00000032473",2
"ENSRNOG00000039238",0
"ENSRNOG00000063358",0
"ENSRNOG00000039236",0
"ENSRNOG00000025767",0
"ENSRNOG00000055420",0
"ENSRNOG00000068706",0
"ENSRNOG00000014746",414
"ENSRNOG00000070773",0
"ENSRNOG00000020981",9
"ENSRNOG00000038477",1
"ENSRNOG00000069258",0
"ENSRNOG00000071168",0
"ENSRNOG00000031942",0
"ENSRNOG00000066234",0
"ENSRNOG00000032238",1446
"ENSRNOG00000067373",0
"ENSRNOG00000066601",0
"ENSRNOG00000015370",3
"ENSRNOG00000070792",0
"ENSRNOG00000069888",0
"ENSRNOG00000056873",0
"ENSRNOG00000012470",371
"ENSRNOG00000066959",0
"ENSRNOG00000011909",944
"ENSRNOG00000067945",124
"ENSRNOG00000056476",1
"ENSRNOG00000066696",0
"ENSRNOG00000047853",639
"ENSRNOG00000067592",0
"ENSRNOG00000052349",0
"ENSRNOG00000058082",0
"ENSRNOG00000013493",912
"ENSRNOG00000048802",0
"ENSRNOG00000064020",0
"ENSRNOG00000020356",416
"ENSRNOG00000018797",38
"ENSRNOG00000058978",0
"ENSRNOG00000069214",7
"ENSRNOG00000047382",0
"ENSRNOG00000070209",0
"ENSRNOG00000059611",0
"ENSRNOG00000053820",20
"ENSRNOG00000012106",114
"ENSRNOG00000069484",0
"ENSRNOG00000053238",0
"ENSRNOG00000069965",0
"ENSRNOG00000008048",241
"ENSRNOG00000010386",1212
"ENSRNOG00000010096",944
"ENSRNOG00000038864",270
"ENSRNOG00000059654",2
"ENSRNOG00000006363",0
"ENSRNOG00000057454",0
"ENSRNOG00000065164",1
"ENSRNOG00000007266",1
"ENSRNOG00000005918",100
"ENSRNOG00000068947",0
"ENSRNOG00000042259",0
"ENSRNOG00000022376",0
"ENSRNOG00000062517",211
"ENSRNOG00000020608",160
"ENSRNOG00000042940",2
"ENSRNOG00000018812",194
"ENSRNOG00000015333",56
"ENSRNOG00000014383",0
"ENSRNOG00000020519",292
"ENSRNOG00000054780",0
"ENSRNOG00000070028",61
"ENSRNOG00000061240",0
"ENSRNOG00000031779",0
"ENSRNOG00000051988",1
"ENSRNOG00000050216",0
"ENSRNOG00000053404",1
"ENSRNOG00000070285",2810
"ENSRNOG00000062056",0
"ENSRNOG00000020679",2415
"ENSRNOG00000020880",342
"ENSRNOG00000007865",0
"ENSRNOG00000049128",2369
"ENSRNOG00000042078",1
"ENSRNOG00000017600",2156
"ENSRNOG00000020694",42
"ENSRNOG00000012862",125
"ENSRNOG00000065686",9
"ENSRNOG00000064920",0
"ENSRNOG00000020891",24
"ENSRNOG00000018711",0
"ENSRNOG00000015869",798
"ENSRNOG00000013829",0
"ENSRNOG00000064355",418
"ENSRNOG00000014801",129
"ENSRNOG00000017382",2106
"ENSRNOG00000069661",855
"ENSRNOG00000016173",0
"ENSRNOG00000029195",64
"ENSRNOG00000042140",6
"ENSRNOG00000016384",65
"ENSRNOG00000020474",226
"ENSRNOG00000029773",802
"ENSRNOG00000022704",9
"ENSRNOG00000019363",74
"ENSRNOG00000020619",4253
"ENSRNOG00000064941",50
"ENSRNOG00000054008",60
"ENSRNOG00000060723",2278
"ENSRNOG00000020361",398
"ENSRNOG00000020915",2912
"ENSRNOG00000042519",4334
"ENSRNOG00000020878",377
"ENSRNOG00000014168",920
"ENSRNOG00000016905",1400
"ENSRNOG00000030386",12
"ENSRNOG00000018577",223
"ENSRNOG00000015049",3
"ENSRNOG00000047984",496
"ENSRNOG00000029194",810
"ENSRNOG00000068932",1
"ENSRNOG00000064984",6
"ENSRNOG00000018786",70
"ENSRNOG00000054902",292
"ENSRNOG00000024934",1153
"ENSRNOG00000019492",141
"ENSRNOG00000018848",514
"ENSRNOG00000009945",14
"ENSRNOG00000049083",1
"ENSRNOG00000066029",0
"ENSRNOG00000013634",2298
"ENSRNOG00000010027",394
"ENSRNOG00000050214",201
"ENSRNOG00000009161",1000
"ENSRNOG00000027109",377
"ENSRNOG00000066967",0
"ENSRNOG00000017208",45
"ENSRNOG00000032908",144
"ENSRNOG00000042951",679
"ENSRNOG00000019355",0
"ENSRNOG00000065187",12
"ENSRNOG00000015336",2
"ENSRNOG00000013802",1322
"ENSRNOG00000006864",237
"ENSRNOG00000008210",1
"ENSRNOG00000064714",10
"ENSRNOG00000030183",9723
"ENSRNOG00000027880",54
"ENSRNOG00000007862",758
"ENSRNOG00000048978",532
"ENSRNOG00000008981",4195
"ENSRNOG00000014529",747
"ENSRNOG00000022702",884
"ENSRNOG00000032085",3
"ENSRNOG00000015149",2
"ENSRNOG00000069604",1
"ENSRNOG00000009014",34
"ENSRNOG00000008410",175
"ENSRNOG00000067803",21
"ENSRNOG00000008530",96
"ENSRNOG00000019374",1091
"ENSRNOG00000019321",0
"ENSRNOG00000048975",0
"ENSRNOG00000018509",0
"ENSRNOG00000010186",1495
"ENSRNOG00000032919",250
"ENSRNOG00000050519",16159
"ENSRNOG00000008219",0
"ENSRNOG00000054172",6675
"ENSRNOG00000048812",4770
"ENSRNOG00000008459",238
"ENSRNOG00000047734",672
"ENSRNOG00000020656",53
"ENSRNOG00000019271",83
"ENSRNOG00000011027",880
"ENSRNOG00000017460",894
"ENSRNOG00000009005",258
"ENSRNOG00000008312",12
"ENSRNOG00000020667",4853
"ENSRNOG00000000219",1397
"ENSRNOG00000008593",1516
"ENSRNOG00000020936",0
"ENSRNOG00000008074",6
"ENSRNOG00000020946",128
"ENSRNOG00000010940",1034
"ENSRNOG00000022540",379
"ENSRNOG00000007442",1964
"ENSRNOG00000020670",194
"ENSRNOG00000050690",0
"ENSRNOG00000033433",153
"ENSRNOG00000010951",980
"ENSRNOG00000022845",29
"ENSRNOG00000042660",3
"ENSRNOG00000043167",16
"ENSRNOG00000010260",1156
"ENSRNOG00000025881",742
"ENSRNOG00000011478",37
"ENSRNOG00000054635",0
"ENSRNOG00000052634",73
"ENSRNOG00000026577",2
"ENSRNOG00000016512",7
"ENSRNOG00000026455",599
"ENSRNOG00000023021",1082
"ENSRNOG00000066638",200
"ENSRNOG00000022999",589
"ENSRNOG00000008400",969
"ENSRNOG00000030688",29
"ENSRNOG00000010196",5955
"ENSRNOG00000009789",575
"ENSRNOG00000051792",676
"ENSRNOG00000019317",0
"ENSRNOG00000011435",183
"ENSRNOG00000011820",4643
"ENSRNOG00000010524",2565
"ENSRNOG00000018689",1202
"ENSRNOG00000018552",256
"ENSRNOG00000010911",923
"ENSRNOG00000018982",0
"ENSRNOG00000047873",283
"ENSRNOG00000004135",248
"ENSRNOG00000009887",2705
"ENSRNOG00000013171",0
"ENSRNOG00000060356",86
"ENSRNOG00000068525",2
"ENSRNOG00000013136",1031
"ENSRNOG00000068374",69
"ENSRNOG00000005426",355
"ENSRNOG00000011201",20
"ENSRNOG00000054468",262
"ENSRNOG00000062699",0
"ENSRNOG00000025643",1
"ENSRNOG00000006490",4797
"ENSRNOG00000004050",538
"ENSRNOG00000004320",192
"ENSRNOG00000026112",20
"ENSRNOG00000011595",268
"ENSRNOG00000004344",2555
"ENSRNOG00000017193",144
"ENSRNOG00000060337",51
"ENSRNOG00000012438",76
"ENSRNOG00000019136",2700
"ENSRNOG00000037085",373
"ENSRNOG00000032027",218
"ENSRNOG00000038459",119
"ENSRNOG00000019262",1378
"ENSRNOG00000018671",828
"ENSRNOG00000053687",2
"ENSRNOG00000019500",4
"ENSRNOG00000062710",98
"ENSRNOG00000063877",1
"ENSRNOG00000009450",6
"ENSRNOG00000019007",8365
"ENSRNOG00000033608",5286
"ENSRNOG00000018816",4382
"ENSRNOG00000019481",0
"ENSRNOG00000010252",2509
"ENSRNOG00000019472",1
"ENSRNOG00000019428",218
"ENSRNOG00000006311",0
"ENSRNOG00000009029",8032
"ENSRNOG00000006336",689
"ENSRNOG00000009332",3
"ENSRNOG00000019579",631
"ENSRNOG00000006319",27
"ENSRNOG00000070150",0
"ENSRNOG00000070499",450
"ENSRNOG00000006620",2
"ENSRNOG00000030126",627
"ENSRNOG00000019677",133
"ENSRNOG00000016942",1108
"ENSRNOG00000018898",561
"ENSRNOG00000062987",23
"ENSRNOG00000070915",0
"ENSRNOG00000022382",3573
"ENSRNOG00000068642",0
"ENSRNOG00000032254",1302
"ENSRNOG00000006244",203
"ENSRNOG00000006730",0
"ENSRNOG00000053753",50
"ENSRNOG00000006736",0
"ENSRNOG00000018047",288
"ENSRNOG00000030654",524
"ENSRNOG00000063127",0
"ENSRNOG00000049115",0
"ENSRNOG00000034089",9
"ENSRNOG00000063332",0
"ENSRNOG00000013013",1511
"ENSRNOG00000004760",638
"ENSRNOG00000004837",893
"ENSRNOG00000015257",450
"ENSRNOG00000013874",10386
"ENSRNOG00000009173",104
"ENSRNOG00000063389",0
"ENSRNOG00000013610",1
"ENSRNOG00000005149",899
"ENSRNOG00000014080",493
"ENSRNOG00000006010",0
"ENSRNOG00000047457",1
"ENSRNOG00000025676",5
"ENSRNOG00000068512",0
"ENSRNOG00000034272",1044
"ENSRNOG00000004104",60
"ENSRNOG00000025554",699
"ENSRNOG00000004540",6
"ENSRNOG00000046257",740
"ENSRNOG00000010176",1517
"ENSRNOG00000000221",617
"ENSRNOG00000019350",0
"ENSRNOG00000004085",571
"ENSRNOG00000011619",2011
"ENSRNOG00000004743",0
"ENSRNOG00000025601",0
"ENSRNOG00000022081",1
"ENSRNOG00000032531",1
"ENSRNOG00000009157",219
"ENSRNOG00000071140",1
"ENSRNOG00000047133",63
"ENSRNOG00000069781",0
"ENSRNOG00000014164",0
"ENSRNOG00000012119",25
"ENSRNOG00000011302",1987
"ENSRNOG00000007687",669
"ENSRNOG00000006723",755
"ENSRNOG00000071217",82
"ENSRNOG00000023129",165
"ENSRNOG00000003825",1148
"ENSRNOG00000018931",375
"ENSRNOG00000028330",2794
"ENSRNOG00000021294",8
"ENSRNOG00000017256",34
"ENSRNOG00000016623",6
"ENSRNOG00000042889",3
"ENSRNOG00000011740",1304
"ENSRNOG00000022894",1479
"ENSRNOG00000064735",11
"ENSRNOG00000019476",2519
"ENSRNOG00000022812",620
"ENSRNOG00000012959",2904
"ENSRNOG00000019592",2
"ENSRNOG00000012502",836
"ENSRNOG00000016866",206
"ENSRNOG00000019648",23711
"ENSRNOG00000024562",1117
"ENSRNOG00000013508",8178
"ENSRNOG00000019622",873
"ENSRNOG00000013583",111
"ENSRNOG00000019495",3
"ENSRNOG00000003357",70267
"ENSRNOG00000019557",0
"ENSRNOG00000024688",25
"ENSRNOG00000052979",0
"ENSRNOG00000003736",11290
"ENSRNOG00000018185",3
"ENSRNOG00000023238",1860
"ENSRNOG00000056246",2886
"ENSRNOG00000019635",717
"ENSRNOG00000038738",1
"ENSRNOG00000018998",2046
"ENSRNOG00000028557",221
"ENSRNOG00000019079",541
"ENSRNOG00000018395",1430
"ENSRNOG00000019085",2468
"ENSRNOG00000019195",297
"ENSRNOG00000048320",2035
"ENSRNOG00000014079",5964
"ENSRNOG00000019332",1103
"ENSRNOG00000016269",3231
"ENSRNOG00000012375",266
"ENSRNOG00000018863",151
"ENSRNOG00000015416",63
"ENSRNOG00000013388",902
"ENSRNOG00000018949",9
"ENSRNOG00000018740",1861
"ENSRNOG00000062384",18
"ENSRNOG00000068276",1
"ENSRNOG00000062838",0
"ENSRNOG00000066510",1
"ENSRNOG00000061867",0
"ENSRNOG00000019598",2293
"ENSRNOG00000060287",0
"ENSRNOG00000053138",0
"ENSRNOG00000068545",0
"ENSRNOG00000047247",6881
"ENSRNOG00000054342",2
"ENSRNOG00000056745",2
"ENSRNOG00000053344",0
"ENSRNOG00000065549",2
"ENSRNOG00000068629",0
"ENSRNOG00000057405",0
"ENSRNOG00000053170",0
"ENSRNOG00000061208",0
"ENSRNOG00000012663",108
"ENSRNOG00000068091",0
"ENSRNOG00000053211",0
"ENSRNOG00000059737",0
"ENSRNOG00000059892",0
"ENSRNOG00000058013",0
"ENSRNOG00000053280",0
"ENSRNOG00000061820",0
"ENSRNOG00000012924",348
"ENSRNOG00000052012",0
"ENSRNOG00000052890",0
"ENSRNOG00000025808",129
"ENSRNOG00000055876",0
"ENSRNOG00000063147",0
"ENSRNOG00000066032",9
"ENSRNOG00000065169",0
"ENSRNOG00000011677",1275
"ENSRNOG00000060877",0
"ENSRNOG00000051613",0
"ENSRNOG00000057549",1
"ENSRNOG00000061387",0
"ENSRNOG00000019734",314
"ENSRNOG00000052748",0
"ENSRNOG00000053524",0
"ENSRNOG00000070942",0
"ENSRNOG00000060216",0
"ENSRNOG00000055464",0
"ENSRNOG00000053322",0
"ENSRNOG00000057259",0
"ENSRNOG00000062628",1
"ENSRNOG00000061323",0
"ENSRNOG00000019743",1268
"ENSRNOG00000019871",0
"ENSRNOG00000052808",0
"ENSRNOG00000056414",0
"ENSRNOG00000065829",0
"ENSRNOG00000054221",0
"ENSRNOG00000059692",0
"ENSRNOG00000033672",0
"ENSRNOG00000057508",0
"ENSRNOG00000070445",3
"ENSRNOG00000067836",0
"ENSRNOG00000063837",0
"ENSRNOG00000054100",0
"ENSRNOG00000061136",0
"ENSRNOG00000071007",0
"ENSRNOG00000026025",0
"ENSRNOG00000051422",0
"ENSRNOG00000069585",0
"ENSRNOG00000056965",0
"ENSRNOG00000051703",3
"ENSRNOG00000056839",3
"ENSRNOG00000064550",0
"ENSRNOG00000042497",0
"ENSRNOG00000061680",63
"ENSRNOG00000070147",0
"ENSRNOG00000064914",0
"ENSRNOG00000019963",2
"ENSRNOG00000051910",1
"ENSRNOG00000066347",0
"ENSRNOG00000055077",0
"ENSRNOG00000064080",1316
"ENSRNOG00000057648",0
"ENSRNOG00000018273",3137
"ENSRNOG00000068501",0
"ENSRNOG00000051658",0
"ENSRNOG00000053713",0
"ENSRNOG00000054554",0
"ENSRNOG00000060984",4
"ENSRNOG00000054500",0
"ENSRNOG00000019975",2951
"ENSRNOG00000051493",0
"ENSRNOG00000052997",0
"ENSRNOG00000057694",0
"ENSRNOG00000064448",0
"ENSRNOG00000051685",0
"ENSRNOG00000053947",0
"ENSRNOG00000053750",0
"ENSRNOG00000019474",8
"ENSRNOG00000055019",1
"ENSRNOG00000058076",0
"ENSRNOG00000063445",0
"ENSRNOG00000052045",0
"ENSRNOG00000019511",2069
"ENSRNOG00000067176",0
"ENSRNOG00000056080",0
"ENSRNOG00000070466",0
"ENSRNOG00000056367",0
"ENSRNOG00000057725",0
"ENSRNOG00000058339",0
"ENSRNOG00000054529",11
"ENSRNOG00000053606",28
"ENSRNOG00000051897",0
"ENSRNOG00000055628",0
"ENSRNOG00000055016",0
"ENSRNOG00000059249",0
"ENSRNOG00000051992",0
"ENSRNOG00000019752",2071
"ENSRNOG00000068294",0
"ENSRNOG00000019953",1356
"ENSRNOG00000060945",0
"ENSRNOG00000061591",0
"ENSRNOG00000057331",0
"ENSRNOG00000061666",4
"ENSRNOG00000020083",518
"ENSRNOG00000010174",65
"ENSRNOG00000064727",281
"ENSRNOG00000066866",1792
"ENSRNOG00000019834",32466
"ENSRNOG00000071096",0
"ENSRNOG00000060095",0
"ENSRNOG00000020254",702
"ENSRNOG00000066414",26
"ENSRNOG00000070018",367
"ENSRNOG00000064659",0
"ENSRNOG00000069232",212
"ENSRNOG00000068250",126
"ENSRNOG00000070710",0
"ENSRNOG00000019907",770
"ENSRNOG00000013257",57
"ENSRNOG00000065032",0
"ENSRNOG00000063606",1
"ENSRNOG00000063759",8
"ENSRNOG00000019900",75
"ENSRNOG00000064760",5
"ENSRNOG00000068790",1
"ENSRNOG00000064857",151
"ENSRNOG00000067557",1
"ENSRNOG00000049785",750
"ENSRNOG00000064017",102
"ENSRNOG00000047218",2116
"ENSRNOG00000052844",1
"ENSRNOG00000064420",0
"ENSRNOG00000069207",7
"ENSRNOG00000062764",184
"ENSRNOG00000068669",0
"ENSRNOG00000003242",526
"ENSRNOG00000062818",3
"ENSRNOG00000068089",1
"ENSRNOG00000069708",4
"ENSRNOG00000019961",0
"ENSRNOG00000064695",256
"ENSRNOG00000071018",14
"ENSRNOG00000065569",2
"ENSRNOG00000069650",3
"ENSRNOG00000069108",138
"ENSRNOG00000010232",6
"ENSRNOG00000019892",2904
"ENSRNOG00000065393",5
"ENSRNOG00000065180",0
"ENSRNOG00000048651",1
"ENSRNOG00000066291",0
"ENSRNOG00000064678",0
"ENSRNOG00000063246",0
"ENSRNOG00000010592",45
"ENSRNOG00000067466",0
"ENSRNOG00000064625",6
"ENSRNOG00000064843",2829
"ENSRNOG00000068597",0
"ENSRNOG00000047223",1
"ENSRNOG00000066918",311
"ENSRNOG00000063871",14
"ENSRNOG00000068218",229
"ENSRNOG00000046479",143
"ENSRNOG00000067937",3
"ENSRNOG00000025693",0
"ENSRNOG00000063619",2638
"ENSRNOG00000067085",1
"ENSRNOG00000066608",64
"ENSRNOG00000064267",1
"ENSRNOG00000048509",1762
"ENSRNOG00000063382",4
"ENSRNOG00000067476",16
"ENSRNOG00000025691",0
"ENSRNOG00000067231",87
"ENSRNOG00000021384",136
"ENSRNOG00000019926",373
"ENSRNOG00000065512",12
"ENSRNOG00000065261",316
"ENSRNOG00000064212",0
"ENSRNOG00000069534",0
"ENSRNOG00000067510",43
"ENSRNOG00000062778",0
"ENSRNOG00000067543",0
"ENSRNOG00000012689",0
"ENSRNOG00000048411",193
"ENSRNOG00000066315",0
"ENSRNOG00000020355",281
"ENSRNOG00000070970",7
"ENSRNOG00000065623",1
"ENSRNOG00000064815",314
"ENSRNOG00000066163",1
"ENSRNOG00000065056",0
"ENSRNOG00000066640",3
"ENSRNOG00000057291",9
"ENSRNOG00000020115",690
"ENSRNOG00000063266",51
"ENSRNOG00000012331",235
"ENSRNOG00000020153",397
"ENSRNOG00000064128",1133
"ENSRNOG00000068999",97
"ENSRNOG00000070271",188
"ENSRNOG00000068041",0
"ENSRNOG00000069857",325
"ENSRNOG00000066727",0
"ENSRNOG00000070944",524
"ENSRNOG00000045605",1768
"ENSRNOG00000064410",12
"ENSRNOG00000025079",364
"ENSRNOG00000066791",1
"ENSRNOG00000062524",0
"ENSRNOG00000058458",50
"ENSRNOG00000065709",1
"ENSRNOG00000063935",31
"ENSRNOG00000065023",6
"ENSRNOG00000020193",769
"ENSRNOG00000037402",509
"ENSRNOG00000063186",4
"ENSRNOG00000065880",0
"ENSRNOG00000064453",0
"ENSRNOG00000069449",50
"ENSRNOG00000065469",0
"ENSRNOG00000013516",8553
"ENSRNOG00000070837",0
"ENSRNOG00000065306",3
"ENSRNOG00000050509",14
"ENSRNOG00000065392",0
"ENSRNOG00000065407",0
"ENSRNOG00000047456",159
"ENSRNOG00000070735",68
"ENSRNOG00000063123",11
"ENSRNOG00000066026",28
"ENSRNOG00000057332",0
"ENSRNOG00000012708",0
"ENSRNOG00000024717",2
"ENSRNOG00000049983",14
"ENSRNOG00000065695",4
"ENSRNOG00000067328",4
"ENSRNOG00000010350",1035
"ENSRNOG00000011825",102
"ENSRNOG00000065697",2
"ENSRNOG00000067920",13
"ENSRNOG00000069302",1
"ENSRNOG00000027091",900
"ENSRNOG00000066507",0
"ENSRNOG00000024878",4
"ENSRNOG00000027035",61
"ENSRNOG00000011022",0
"ENSRNOG00000049221",1211
"ENSRNOG00000063386",0
"ENSRNOG00000010185",244
"ENSRNOG00000019316",1113
"ENSRNOG00000068801",104
"ENSRNOG00000067653",0
"ENSRNOG00000020105",125
"ENSRNOG00000063002",0
"ENSRNOG00000010188",348
"ENSRNOG00000066764",0
"ENSRNOG00000058900",0
"ENSRNOG00000017273",135
"ENSRNOG00000011154",0
"ENSRNOG00000066144",6
"ENSRNOG00000049142",861
"ENSRNOG00000070407",0
"ENSRNOG00000057874",0
"ENSRNOG00000047046",776
"ENSRNOG00000068766",0
"ENSRNOG00000062544",0
"ENSRNOG00000057873",0
"ENSRNOG00000067131",0
"ENSRNOG00000047860",0
"ENSRNOG00000052806",0
"ENSRNOG00000053594",0
"ENSRNOG00000013225",1
"ENSRNOG00000016470",1014
"ENSRNOG00000054654",0
"ENSRNOG00000063556",5
"ENSRNOG00000049918",2
"ENSRNOG00000058449",0
"ENSRNOG00000052156",0
"ENSRNOG00000016012",3981
"ENSRNOG00000068211",0
"ENSRNOG00000010519",24
"ENSRNOG00000065625",0
"ENSRNOG00000065436",0
"ENSRNOG00000057872",0
"ENSRNOG00000066605",0
"ENSRNOG00000057673",0
"ENSRNOG00000045998",2
"ENSRNOG00000059410",0
"ENSRNOG00000063860",0
"ENSRNOG00000057084",0
"ENSRNOG00000063133",0
"ENSRNOG00000054491",0
"ENSRNOG00000011517",25
"ENSRNOG00000052875",0
"ENSRNOG00000058881",0
"ENSRNOG00000062887",0
"ENSRNOG00000056779",1
"ENSRNOG00000050990",6
"ENSRNOG00000053003",0
"ENSRNOG00000069635",68
"ENSRNOG00000051367",0
"ENSRNOG00000068915",0
"ENSRNOG00000014456",888
"ENSRNOG00000060578",6
"ENSRNOG00000051900",0
"ENSRNOG00000068858",0
"ENSRNOG00000061501",0
"ENSRNOG00000056167",0
"ENSRNOG00000014525",625
"ENSRNOG00000048967",202
"ENSRNOG00000054740",0
"ENSRNOG00000046883",2191
"ENSRNOG00000057108",0
"ENSRNOG00000019763",0
"ENSRNOG00000054171",0
"ENSRNOG00000069851",0
"ENSRNOG00000050121",0
"ENSRNOG00000051624",2542
"ENSRNOG00000064360",0
"ENSRNOG00000065289",2
"ENSRNOG00000065718",0
"ENSRNOG00000057288",0
"ENSRNOG00000004452",0
"ENSRNOG00000061512",0
"ENSRNOG00000012535",0
"ENSRNOG00000061161",0
"ENSRNOG00000070999",0
"ENSRNOG00000050748",2604
"ENSRNOG00000060171",0
"ENSRNOG00000012509",3
"ENSRNOG00000061150",0
"ENSRNOG00000014980",862
"ENSRNOG00000056470",0
"ENSRNOG00000046194",0
"ENSRNOG00000012543",244
"ENSRNOG00000035498",0
"ENSRNOG00000066151",1837
"ENSRNOG00000035455",0
"ENSRNOG00000035571",0
"ENSRNOG00000012467",0
"ENSRNOG00000050999",0
"ENSRNOG00000015594",587
"ENSRNOG00000035562",2
"ENSRNOG00000048462",2391
"ENSRNOG00000049078",0
"ENSRNOG00000035608",4
"ENSRNOG00000023577",864
"ENSRNOG00000055383",14
"ENSRNOG00000035646",0
"ENSRNOG00000013496",0
"ENSRNOG00000024917",0
"ENSRNOG00000013600",0
"ENSRNOG00000016057",3
"ENSRNOG00000066672",0
"ENSRNOG00000069389",135
"ENSRNOG00000049511",727
"ENSRNOG00000013046",1276
"ENSRNOG00000019012",357
"ENSRNOG00000054379",1
"ENSRNOG00000070509",2
"ENSRNOG00000050843",991
"ENSRNOG00000019031",1
"ENSRNOG00000010881",1157
"ENSRNOG00000023557",1
"ENSRNOG00000056226",72
"ENSRNOG00000070844",0
"ENSRNOG00000045623",210
"ENSRNOG00000050543",668
"ENSRNOG00000066154",0
"ENSRNOG00000010728",598
"ENSRNOG00000011987",1778
"ENSRNOG00000046002",1160
"ENSRNOG00000020372",1242
"ENSRNOG00000046502",2176
"ENSRNOG00000012637",1
"ENSRNOG00000067120",2012
"ENSRNOG00000048818",219
"ENSRNOG00000042729",290
"ENSRNOG00000048061",298
"ENSRNOG00000065639",2539
"ENSRNOG00000030345",2698
"ENSRNOG00000013612",0
"ENSRNOG00000067303",0
"ENSRNOG00000000124",0
"ENSRNOG00000048291",488
"ENSRNOG00000046871",773
"ENSRNOG00000049311",0
"ENSRNOG00000064999",265
"ENSRNOG00000020166",0
"ENSRNOG00000069864",0
"ENSRNOG00000014123",0
"ENSRNOG00000063674",1608
"ENSRNOG00000045945",0
"ENSRNOG00000003872",565
"ENSRNOG00000070817",1
"ENSRNOG00000039663",0
"ENSRNOG00000045975",4
"ENSRNOG00000066520",0
"ENSRNOG00000003942",2436
"ENSRNOG00000011642",0
"ENSRNOG00000025603",1
"ENSRNOG00000003991",12
"ENSRNOG00000058742",76
"ENSRNOG00000004001",253
"ENSRNOG00000004076",314
"ENSRNOG00000011823",0
"ENSRNOG00000010100",121
"ENSRNOG00000066935",21
"ENSRNOG00000048329",23
"ENSRNOG00000015983",1384
"ENSRNOG00000024755",0
"ENSRNOG00000046593",0
"ENSRNOG00000013238",234
"ENSRNOG00000052878",0
"ENSRNOG00000048152",755
"ENSRNOG00000013781",1125
"ENSRNOG00000052328",1
"ENSRNOG00000068665",0
"ENSRNOG00000033402",77
"ENSRNOG00000012473",774
"ENSRNOG00000025895",521
"ENSRNOG00000012920",0
"ENSRNOG00000032108",0
"ENSRNOG00000022196",3429
"ENSRNOG00000039650",0
"ENSRNOG00000028595",1
"ENSRNOG00000026195",0
"ENSRNOG00000016446",0
"ENSRNOG00000013318",64
"ENSRNOG00000039651",0
"ENSRNOG00000067388",860
"ENSRNOG00000032740",283
"ENSRNOG00000012045",0
"ENSRNOG00000016119",2995
"ENSRNOG00000051528",84
"ENSRNOG00000015408",4
"ENSRNOG00000002091",1241
"ENSRNOG00000012759",52
"ENSRNOG00000031795",0
"ENSRNOG00000065339",219
"ENSRNOG00000015080",582
"ENSRNOG00000064433",1
"ENSRNOG00000063752",8
"ENSRNOG00000055728",368
"ENSRNOG00000066953",895
"ENSRNOG00000068729",3
"ENSRNOG00000013484",1696
"ENSRNOG00000022720",352
"ENSRNOG00000017258",6
"ENSRNOG00000032947",678
"ENSRNOG00000023856",0
"ENSRNOG00000068995",0
"ENSRNOG00000046852",0
"ENSRNOG00000012733",1893
"ENSRNOG00000032289",55
"ENSRNOG00000032822",12451
"ENSRNOG00000016034",2001
"ENSRNOG00000032860",1
"ENSRNOG00000042503",3137
"ENSRNOG00000056847",7
"ENSRNOG00000033803",776
"ENSRNOG00000018904",613
"ENSRNOG00000016486",1042
"ENSRNOG00000057499",10
"ENSRNOG00000045532",2
"ENSRNOG00000063618",0
"ENSRNOG00000064370",0
"ENSRNOG00000032306",0
"ENSRNOG00000016361",64
"ENSRNOG00000034177",140
"ENSRNOG00000049127",2853
"ENSRNOG00000037793",0
"ENSRNOG00000064010",0
"ENSRNOG00000032518",48
"ENSRNOG00000067128",0
