"","IGFNS3_aligned.bam"
"ENSRNOG00000013733",2243
"ENSRNOG00000019128",0
"ENSRNOG00000018639",365
"ENSRNOG00000013792",0
"ENSRNOG00000030738",11
"ENSRNOG00000018697",331
"ENSRNOG00000019043",0
"ENSRNOG00000018051",2224
"ENSRNOG00000022899",0
"ENSRNOG00000018975",3139
"ENSRNOG00000020322",71
"ENSRNOG00000019252",0
"ENSRNOG00000019107",31
"ENSRNOG00000019052",2017
"ENSRNOG00000013461",754
"ENSRNOG00000033923",29
"ENSRNOG00000016888",216
"ENSRNOG00000020138",157
"ENSRNOG00000025527",654
"ENSRNOG00000066227",114
"ENSRNOG00000032659",529
"ENSRNOG00000019243",2024
"ENSRNOG00000038569",0
"ENSRNOG00000018181",1368
"ENSRNOG00000019294",898
"ENSRNOG00000024085",545
"ENSRNOG00000016974",975
"ENSRNOG00000003597",572
"ENSRNOG00000014765",7865
"ENSRNOG00000066987",1
"ENSRNOG00000070697",0
"ENSRNOG00000067248",0
"ENSRNOG00000068571",0
"ENSRNOG00000002789",794
"ENSRNOG00000027916",1
"ENSRNOG00000014597",1157
"ENSRNOG00000067978",0
"ENSRNOG00000011962",160
"ENSRNOG00000010486",3
"ENSRNOG00000042189",6593
"ENSRNOG00000054416",0
"ENSRNOG00000017856",0
"ENSRNOG00000051198",0
"ENSRNOG00000062550",0
"ENSRNOG00000015528",1382
"ENSRNOG00000014119",1349
"ENSRNOG00000025273",0
"ENSRNOG00000012115",0
"ENSRNOG00000068893",3
"ENSRNOG00000014692",47
"ENSRNOG00000064088",1
"ENSRNOG00000023280",354
"ENSRNOG00000071060",3
"ENSRNOG00000011613",897
"ENSRNOG00000049880",0
"ENSRNOG00000066246",0
"ENSRNOG00000022576",263
"ENSRNOG00000015633",1061
"ENSRNOG00000063808",0
"ENSRNOG00000068134",0
"ENSRNOG00000049882",1
"ENSRNOG00000017065",158
"ENSRNOG00000015354",2175
"ENSRNOG00000016719",328
"ENSRNOG00000059237",1
"ENSRNOG00000013727",575
"ENSRNOG00000069721",2
"ENSRNOG00000022723",63
"ENSRNOG00000024468",98
"ENSRNOG00000026280",164
"ENSRNOG00000013977",5142
"ENSRNOG00000011700",2271
"ENSRNOG00000015428",4955
"ENSRNOG00000046714",0
"ENSRNOG00000062352",0
"ENSRNOG00000025768",1508
"ENSRNOG00000011871",876
"ENSRNOG00000031348",1
"ENSRNOG00000070592",10
"ENSRNOG00000033280",32640
"ENSRNOG00000037227",537
"ENSRNOG00000050325",0
"ENSRNOG00000016133",1524
"ENSRNOG00000037225",1281
"ENSRNOG00000023474",0
"ENSRNOG00000053306",1262
"ENSRNOG00000056996",0
"ENSRNOG00000015231",584
"ENSRNOG00000017707",2914
"ENSRNOG00000065530",5
"ENSRNOG00000018214",240
"ENSRNOG00000023993",0
"ENSRNOG00000067413",0
"ENSRNOG00000042111",0
"ENSRNOG00000046515",0
"ENSRNOG00000053200",2327
"ENSRNOG00000069656",1
"ENSRNOG00000017020",111
"ENSRNOG00000068175",0
"ENSRNOG00000011321",0
"ENSRNOG00000049437",2334
"ENSRNOG00000047439",64
"ENSRNOG00000016724",266
"ENSRNOG00000014722",1054
"ENSRNOG00000015460",2
"ENSRNOG00000045587",0
"ENSRNOG00000068934",6
"ENSRNOG00000063425",1
"ENSRNOG00000048567",34
"ENSRNOG00000010283",5
"ENSRNOG00000067240",8
"ENSRNOG00000069615",197
"ENSRNOG00000068779",0
"ENSRNOG00000019850",147
"ENSRNOG00000054129",0
"ENSRNOG00000011803",0
"ENSRNOG00000054699",0
"ENSRNOG00000045775",1160
"ENSRNOG00000062590",1
"ENSRNOG00000013636",177
"ENSRNOG00000013340",5182
"ENSRNOG00000061279",0
"ENSRNOG00000048686",0
"ENSRNOG00000013446",412
"ENSRNOG00000015439",2710
"ENSRNOG00000011453",21
"ENSRNOG00000014851",61
"ENSRNOG00000053945",1029
"ENSRNOG00000017237",0
"ENSRNOG00000019946",1059
"ENSRNOG00000011784",547
"ENSRNOG00000012558",515
"ENSRNOG00000015898",590
"ENSRNOG00000049443",0
"ENSRNOG00000050521",0
"ENSRNOG00000015365",20
"ENSRNOG00000022859",0
"ENSRNOG00000032086",0
"ENSRNOG00000024114",0
"ENSRNOG00000040109",0
"ENSRNOG00000066428",0
"ENSRNOG00000019985",11
"ENSRNOG00000014876",623
"ENSRNOG00000012303",14
"ENSRNOG00000013875",1280
"ENSRNOG00000012679",153
"ENSRNOG00000014837",169
"ENSRNOG00000023548",183
"ENSRNOG00000054963",551
"ENSRNOG00000018059",1
"ENSRNOG00000037376",143
"ENSRNOG00000015278",10322
"ENSRNOG00000012702",600
"ENSRNOG00000023765",0
"ENSRNOG00000031232",4215
"ENSRNOG00000042054",0
"ENSRNOG00000057701",48
"ENSRNOG00000016247",2
"ENSRNOG00000046242",518
"ENSRNOG00000057056",1217
"ENSRNOG00000004719",19
"ENSRNOG00000015992",5
"ENSRNOG00000013554",0
"ENSRNOG00000042360",0
"ENSRNOG00000023923",268
"ENSRNOG00000016196",228
"ENSRNOG00000042181",0
"ENSRNOG00000016388",3
"ENSRNOG00000013578",0
"ENSRNOG00000022066",1232
"ENSRNOG00000068281",0
"ENSRNOG00000027719",113
"ENSRNOG00000013748",0
"ENSRNOG00000017072",322
"ENSRNOG00000012891",4
"ENSRNOG00000069111",0
"ENSRNOG00000046601",1
"ENSRNOG00000063009",6
"ENSRNOG00000015619",1216
"ENSRNOG00000015906",1757
"ENSRNOG00000024272",589
"ENSRNOG00000014987",38
"ENSRNOG00000011849",930
"ENSRNOG00000067364",0
"ENSRNOG00000069638",0
"ENSRNOG00000014319",1265
"ENSRNOG00000024186",3281
"ENSRNOG00000066209",0
"ENSRNOG00000014950",0
"ENSRNOG00000042230",0
"ENSRNOG00000029735",1119
"ENSRNOG00000032926",0
"ENSRNOG00000015297",5
"ENSRNOG00000015386",4
"ENSRNOG00000012424",2
"ENSRNOG00000042581",0
"ENSRNOG00000018521",0
"ENSRNOG00000064739",3
"ENSRNOG00000015402",0
"ENSRNOG00000066469",205
"ENSRNOG00000068377",1
"ENSRNOG00000063607",4
"ENSRNOG00000018584",8155
"ENSRNOG00000014790",0
"ENSRNOG00000016229",1331
"ENSRNOG00000067344",165
"ENSRNOG00000015461",2394
"ENSRNOG00000040095",0
"ENSRNOG00000022804",2284
"ENSRNOG00000018854",2
"ENSRNOG00000018420",0
"ENSRNOG00000067790",8
"ENSRNOG00000049873",686
"ENSRNOG00000018397",20
"ENSRNOG00000070300",27
"ENSRNOG00000024345",610
"ENSRNOG00000069907",16
"ENSRNOG00000018610",890
"ENSRNOG00000017857",1216
"ENSRNOG00000018723",603
"ENSRNOG00000067845",60
"ENSRNOG00000067276",28
"ENSRNOG00000018057",192
"ENSRNOG00000068876",0
"ENSRNOG00000066827",0
"ENSRNOG00000018168",182
"ENSRNOG00000037221",25
"ENSRNOG00000067205",0
"ENSRNOG00000069319",2
"ENSRNOG00000063904",10
"ENSRNOG00000012966",1833
"ENSRNOG00000066982",6
"ENSRNOG00000016963",5098
"ENSRNOG00000062817",17
"ENSRNOG00000070049",7
"ENSRNOG00000069312",22
"ENSRNOG00000046196",9
"ENSRNOG00000068563",6
"ENSRNOG00000015813",3523
"ENSRNOG00000063563",53
"ENSRNOG00000068845",0
"ENSRNOG00000023760",835
"ENSRNOG00000063040",130
"ENSRNOG00000032869",0
"ENSRNOG00000017053",14
"ENSRNOG00000048282",356
"ENSRNOG00000017340",322
"ENSRNOG00000018267",85
"ENSRNOG00000017491",359
"ENSRNOG00000039976",3248
"ENSRNOG00000017297",1634
"ENSRNOG00000049683",2628
"ENSRNOG00000017359",6921
"ENSRNOG00000016349",7
"ENSRNOG00000058652",0
"ENSRNOG00000050318",28
"ENSRNOG00000018613",2
"ENSRNOG00000017521",0
"ENSRNOG00000047306",2
"ENSRNOG00000057256",0
"ENSRNOG00000021525",552
"ENSRNOG00000016655",150
"ENSRNOG00000065863",734
"ENSRNOG00000021159",1670
"ENSRNOG00000019447",0
"ENSRNOG00000016849",3542
"ENSRNOG00000015596",0
"ENSRNOG00000017144",1688
"ENSRNOG00000030020",0
"ENSRNOG00000017495",1256
"ENSRNOG00000016640",5
"ENSRNOG00000017836",236
"ENSRNOG00000033747",628
"ENSRNOG00000018416",2
"ENSRNOG00000016315",1241
"ENSRNOG00000017631",1864
"ENSRNOG00000042468",0
"ENSRNOG00000022800",508
"ENSRNOG00000018232",526
"ENSRNOG00000014212",81
"ENSRNOG00000014666",348
"ENSRNOG00000023807",847
"ENSRNOG00000014678",599
"ENSRNOG00000046343",1
"ENSRNOG00000022598",1454
"ENSRNOG00000013704",0
"ENSRNOG00000014492",2
"ENSRNOG00000032219",0
"ENSRNOG00000014328",153
"ENSRNOG00000014180",1306
"ENSRNOG00000019634",1253
"ENSRNOG00000013866",107
"ENSRNOG00000013557",1147
"ENSRNOG00000066397",4
"ENSRNOG00000015249",339
"ENSRNOG00000055670",0
"ENSRNOG00000013852",492
"ENSRNOG00000019527",0
"ENSRNOG00000014248",12
"ENSRNOG00000049121",443
"ENSRNOG00000050258",3077
"ENSRNOG00000015623",1
"ENSRNOG00000022934",2276
"ENSRNOG00000019463",390
"ENSRNOG00000018372",177
"ENSRNOG00000022769",2589
"ENSRNOG00000067280",0
"ENSRNOG00000027400",0
"ENSRNOG00000018980",1138
"ENSRNOG00000015259",0
"ENSRNOG00000017913",668
"ENSRNOG00000039856",92
"ENSRNOG00000013412",450
"ENSRNOG00000017540",0
"ENSRNOG00000019035",3
"ENSRNOG00000022609",131
"ENSRNOG00000013262",0
"ENSRNOG00000042182",15
"ENSRNOG00000018741",739
"ENSRNOG00000015511",2357
"ENSRNOG00000022911",693
"ENSRNOG00000054475",0
"ENSRNOG00000016653",5
"ENSRNOG00000026175",0
"ENSRNOG00000069358",0
"ENSRNOG00000012205",0
"ENSRNOG00000053030",0
"ENSRNOG00000011124",0
"ENSRNOG00000016962",2
"ENSRNOG00000017557",1
"ENSRNOG00000011841",671
"ENSRNOG00000025418",1287
"ENSRNOG00000011000",192
"ENSRNOG00000048736",1782
"ENSRNOG00000017730",2383
"ENSRNOG00000045947",0
"ENSRNOG00000017611",0
"ENSRNOG00000017206",1222
"ENSRNOG00000029865",0
"ENSRNOG00000045846",50
"ENSRNOG00000017625",13
"ENSRNOG00000053244",0
"ENSRNOG00000047549",16
"ENSRNOG00000027430",97
"ENSRNOG00000069663",43
"ENSRNOG00000016606",8
"ENSRNOG00000047781",59
"ENSRNOG00000070099",0
"ENSRNOG00000066303",5
"ENSRNOG00000050381",257
"ENSRNOG00000011756",1584
"ENSRNOG00000047295",21
"ENSRNOG00000045595",15
"ENSRNOG00000023603",0
"ENSRNOG00000065536",4
"ENSRNOG00000011771",835
"ENSRNOG00000046050",1
"ENSRNOG00000014960",310
"ENSRNOG00000014001",0
"ENSRNOG00000047368",5
"ENSRNOG00000012629",1655
"ENSRNOG00000047052",571
"ENSRNOG00000012709",1955
"ENSRNOG00000063848",2
"ENSRNOG00000023858",0
"ENSRNOG00000065109",31
"ENSRNOG00000013234",740
"ENSRNOG00000055295",296
"ENSRNOG00000046834",9
"ENSRNOG00000013285",860
"ENSRNOG00000016503",348
"ENSRNOG00000013415",5
"ENSRNOG00000047089",313
"ENSRNOG00000016472",0
"ENSRNOG00000063418",1415
"ENSRNOG00000071190",39
"ENSRNOG00000016091",12
"ENSRNOG00000016105",927
"ENSRNOG00000042646",0
"ENSRNOG00000047134",3
"ENSRNOG00000015774",4
"ENSRNOG00000012284",0
"ENSRNOG00000015020",1225
"ENSRNOG00000064877",22
"ENSRNOG00000047628",636
"ENSRNOG00000014162",5473
"ENSRNOG00000015158",2577
"ENSRNOG00000047505",10
"ENSRNOG00000016032",929
"ENSRNOG00000048853",0
"ENSRNOG00000014035",16
"ENSRNOG00000046128",1377
"ENSRNOG00000023467",2710
"ENSRNOG00000062645",2469
"ENSRNOG00000062772",0
"ENSRNOG00000012486",198
"ENSRNOG00000047337",0
"ENSRNOG00000015295",6399
"ENSRNOG00000051015",0
"ENSRNOG00000069918",4
"ENSRNOG00000047730",0
"ENSRNOG00000064862",0
"ENSRNOG00000070059",23
"ENSRNOG00000033341",0
"ENSRNOG00000066502",18
"ENSRNOG00000066561",3
"ENSRNOG00000067046",0
"ENSRNOG00000017265",3137
"ENSRNOG00000064783",0
"ENSRNOG00000014288",400911
"ENSRNOG00000047581",0
"ENSRNOG00000062425",0
"ENSRNOG00000066837",0
"ENSRNOG00000068213",0
"ENSRNOG00000070131",6
"ENSRNOG00000049503",0
"ENSRNOG00000070668",149
"ENSRNOG00000046104",16
"ENSRNOG00000063528",2
"ENSRNOG00000064269",0
"ENSRNOG00000037894",6
"ENSRNOG00000055524",1506
"ENSRNOG00000016995",0
"ENSRNOG00000017129",552
"ENSRNOG00000016660",865
"ENSRNOG00000017757",195
"ENSRNOG00000015366",30
"ENSRNOG00000017188",130
"ENSRNOG00000016151",14
"ENSRNOG00000037835",6
"ENSRNOG00000064008",159
"ENSRNOG00000052376",582
"ENSRNOG00000050430",5
"ENSRNOG00000014956",13
"ENSRNOG00000018162",282
"ENSRNOG00000017996",0
"ENSRNOG00000017248",2
"ENSRNOG00000046254",0
"ENSRNOG00000012207",12780
"ENSRNOG00000014182",9038
"ENSRNOG00000013368",6
"ENSRNOG00000010637",2350
"ENSRNOG00000012942",58
"ENSRNOG00000032991",2
"ENSRNOG00000017409",7
"ENSRNOG00000058626",0
"ENSRNOG00000058260",2
"ENSRNOG00000014399",566
"ENSRNOG00000012618",0
"ENSRNOG00000014806",2627
"ENSRNOG00000046576",1
"ENSRNOG00000022499",281
"ENSRNOG00000011269",0
"ENSRNOG00000010597",63
"ENSRNOG00000018266",9
"ENSRNOG00000015886",105
"ENSRNOG00000018325",758
"ENSRNOG00000063081",0
"ENSRNOG00000019506",478
"ENSRNOG00000012718",921
"ENSRNOG00000050591",1
"ENSRNOG00000023312",13
"ENSRNOG00000018586",977
"ENSRNOG00000023566",2
"ENSRNOG00000062745",0
"ENSRNOG00000014797",1657
"ENSRNOG00000019704",10
"ENSRNOG00000014901",2975
"ENSRNOG00000015248",0
"ENSRNOG00000013213",890
"ENSRNOG00000019587",127
"ENSRNOG00000052570",0
"ENSRNOG00000048239",0
"ENSRNOG00000018464",36
"ENSRNOG00000028362",0
"ENSRNOG00000018467",57
"ENSRNOG00000049330",401
"ENSRNOG00000038085",699
"ENSRNOG00000015382",14
"ENSRNOG00000020038",3300
"ENSRNOG00000020061",12
"ENSRNOG00000018366",21
"ENSRNOG00000028149",1136
"ENSRNOG00000015346",698
"ENSRNOG00000020097",79
"ENSRNOG00000020107",236
"ENSRNOG00000017660",647
"ENSRNOG00000019772",1410
"ENSRNOG00000069992",0
"ENSRNOG00000071002",409
"ENSRNOG00000063437",351
"ENSRNOG00000014718",495
"ENSRNOG00000014289",6635
"ENSRNOG00000014516",1038
"ENSRNOG00000031651",236
"ENSRNOG00000064457",191
"ENSRNOG00000018128",1058
"ENSRNOG00000018830",1057
"ENSRNOG00000018276",43
"ENSRNOG00000016789",1175
"ENSRNOG00000016254",274
"ENSRNOG00000023941",16
"ENSRNOG00000058681",36
"ENSRNOG00000018593",141
"ENSRNOG00000068018",0
"ENSRNOG00000023220",685
"ENSRNOG00000013946",455
"ENSRNOG00000023356",143
"ENSRNOG00000018623",967
"ENSRNOG00000013991",0
"ENSRNOG00000058243",113
"ENSRNOG00000051950",0
"ENSRNOG00000054218",4
"ENSRNOG00000014835",18
"ENSRNOG00000015027",0
"ENSRNOG00000038979",0
"ENSRNOG00000015417",745
"ENSRNOG00000014504",2514
"ENSRNOG00000014013",2507
"ENSRNOG00000028945",0
"ENSRNOG00000024201",25
"ENSRNOG00000015699",591
"ENSRNOG00000014683",87
"ENSRNOG00000012815",222
"ENSRNOG00000061227",0
"ENSRNOG00000013286",637
"ENSRNOG00000016201",461
"ENSRNOG00000013408",26
"ENSRNOG00000047233",0
"ENSRNOG00000023576",360
"ENSRNOG00000011591",4
"ENSRNOG00000038909",1
"ENSRNOG00000015306",0
"ENSRNOG00000067665",2130
"ENSRNOG00000015567",1
"ENSRNOG00000063478",1
"ENSRNOG00000011658",139
"ENSRNOG00000017155",348
"ENSRNOG00000022762",3
"ENSRNOG00000011194",1457
"ENSRNOG00000014378",0
"ENSRNOG00000016447",396
"ENSRNOG00000010370",788
"ENSRNOG00000010668",5341
"ENSRNOG00000059348",2213
"ENSRNOG00000064427",4652
"ENSRNOG00000059485",56
"ENSRNOG00000064621",48
"ENSRNOG00000008111",0
"ENSRNOG00000012840",219780
"ENSRNOG00000026745",0
"ENSRNOG00000009104",896
"ENSRNOG00000009995",434
"ENSRNOG00000042449",542
"ENSRNOG00000002423",490
"ENSRNOG00000002575",272
"ENSRNOG00000002443",904
"ENSRNOG00000012356",332
"ENSRNOG00000021370",0
"ENSRNOG00000002845",0
"ENSRNOG00000026844",0
"ENSRNOG00000066088",30925
"ENSRNOG00000027008",382
"ENSRNOG00000023143",617
"ENSRNOG00000038474",0
"ENSRNOG00000011892",0
"ENSRNOG00000064321",0
"ENSRNOG00000069020",3
"ENSRNOG00000069599",0
"ENSRNOG00000067008",0
"ENSRNOG00000026805",0
"ENSRNOG00000068229",0
"ENSRNOG00000002820",0
"ENSRNOG00000024553",28
"ENSRNOG00000013118",1273
"ENSRNOG00000024535",1572
"ENSRNOG00000068864",0
"ENSRNOG00000002827",0
"ENSRNOG00000013186",3284
"ENSRNOG00000010041",1718
"ENSRNOG00000067204",0
"ENSRNOG00000003815",1460
"ENSRNOG00000065351",0
"ENSRNOG00000068547",0
"ENSRNOG00000054400",278
"ENSRNOG00000071204",0
"ENSRNOG00000014081",0
"ENSRNOG00000070347",3
"ENSRNOG00000043116",0
"ENSRNOG00000038413",0
"ENSRNOG00000002488",1652
"ENSRNOG00000067499",0
"ENSRNOG00000067195",0
"ENSRNOG00000069306",0
"ENSRNOG00000067952",0
"ENSRNOG00000002630",340
"ENSRNOG00000002645",472
"ENSRNOG00000003879",547
"ENSRNOG00000019458",54
"ENSRNOG00000027039",191
"ENSRNOG00000045816",22
"ENSRNOG00000069086",0
"ENSRNOG00000062627",0
"ENSRNOG00000069462",0
"ENSRNOG00000047955",0
"ENSRNOG00000038422",0
"ENSRNOG00000002582",2
"ENSRNOG00000031544",1492
"ENSRNOG00000027259",949
"ENSRNOG00000051868",368
"ENSRNOG00000014712",90
"ENSRNOG00000003975",7241
"ENSRNOG00000033663",756
"ENSRNOG00000065470",0
"ENSRNOG00000062854",0
"ENSRNOG00000069068",0
"ENSRNOG00000002682",102
"ENSRNOG00000002713",576
"ENSRNOG00000070864",28
"ENSRNOG00000064507",0
"ENSRNOG00000064350",1
"ENSRNOG00000067217",33
"ENSRNOG00000070178",0
"ENSRNOG00000068756",26
"ENSRNOG00000069764",14
"ENSRNOG00000003847",335
"ENSRNOG00000062640",14
"ENSRNOG00000067459",9
"ENSRNOG00000063438",0
"ENSRNOG00000066378",68
"ENSRNOG00000055459",1
"ENSRNOG00000052088",0
"ENSRNOG00000065010",0
"ENSRNOG00000064285",1
"ENSRNOG00000026430",0
"ENSRNOG00000070207",0
"ENSRNOG00000070920",0
"ENSRNOG00000023431",142
"ENSRNOG00000066015",0
"ENSRNOG00000067151",372
"ENSRNOG00000069550",0
"ENSRNOG00000060247",0
"ENSRNOG00000022431",65
"ENSRNOG00000055640",0
"ENSRNOG00000065061",0
"ENSRNOG00000071012",220
"ENSRNOG00000057240",6
"ENSRNOG00000069370",0
"ENSRNOG00000062611",0
"ENSRNOG00000062948",0
"ENSRNOG00000069674",3
"ENSRNOG00000061633",0
"ENSRNOG00000065225",6
"ENSRNOG00000058899",0
"ENSRNOG00000002858",0
"ENSRNOG00000054015",0
"ENSRNOG00000065824",0
"ENSRNOG00000053082",0
"ENSRNOG00000068961",0
"ENSRNOG00000054755",0
"ENSRNOG00000068527",11
"ENSRNOG00000061482",0
"ENSRNOG00000064121",2
"ENSRNOG00000022472",114
"ENSRNOG00000052741",0
"ENSRNOG00000051656",0
"ENSRNOG00000064143",85
"ENSRNOG00000063978",114
"ENSRNOG00000055792",2
"ENSRNOG00000004078",139
"ENSRNOG00000065243",1006
"ENSRNOG00000070859",0
"ENSRNOG00000022438",42
"ENSRNOG00000071081",0
"ENSRNOG00000057885",1
"ENSRNOG00000068781",0
"ENSRNOG00000027891",133
"ENSRNOG00000052561",0
"ENSRNOG00000068928",438
"ENSRNOG00000043019",8
"ENSRNOG00000055961",1
"ENSRNOG00000062350",41
"ENSRNOG00000064716",94
"ENSRNOG00000052520",1
"ENSRNOG00000066541",0
"ENSRNOG00000070561",7
"ENSRNOG00000057669",0
"ENSRNOG00000066333",0
"ENSRNOG00000019486",15
"ENSRNOG00000057605",1
"ENSRNOG00000066693",0
"ENSRNOG00000049219",1126
"ENSRNOG00000066339",0
"ENSRNOG00000063383",0
"ENSRNOG00000063269",2
"ENSRNOG00000065502",2
"ENSRNOG00000067337",5
"ENSRNOG00000055550",0
"ENSRNOG00000053179",0
"ENSRNOG00000055743",2
"ENSRNOG00000063722",539
"ENSRNOG00000060659",0
"ENSRNOG00000062516",0
"ENSRNOG00000062916",0
"ENSRNOG00000068240",1
"ENSRNOG00000058532",0
"ENSRNOG00000067006",0
"ENSRNOG00000065892",446
"ENSRNOG00000057512",0
"ENSRNOG00000056543",0
"ENSRNOG00000052147",0
"ENSRNOG00000070989",1
"ENSRNOG00000003129",2397
"ENSRNOG00000061671",1
"ENSRNOG00000069686",0
"ENSRNOG00000063817",0
"ENSRNOG00000061622",0
"ENSRNOG00000043419",21
"ENSRNOG00000066434",0
"ENSRNOG00000054660",0
"ENSRNOG00000057083",0
"ENSRNOG00000067673",1
"ENSRNOG00000066138",0
"ENSRNOG00000056479",0
"ENSRNOG00000067463",0
"ENSRNOG00000002895",70
"ENSRNOG00000067537",2
"ENSRNOG00000069371",0
"ENSRNOG00000052554",1
"ENSRNOG00000062965",12
"ENSRNOG00000065881",0
"ENSRNOG00000060567",0
"ENSRNOG00000053830",0
"ENSRNOG00000069978",15
"ENSRNOG00000053545",0
"ENSRNOG00000059819",0
"ENSRNOG00000052344",0
"ENSRNOG00000055516",0
"ENSRNOG00000070850",271
"ENSRNOG00000056422",9
"ENSRNOG00000070353",0
"ENSRNOG00000052684",0
"ENSRNOG00000051234",0
"ENSRNOG00000003170",48
"ENSRNOG00000059048",0
"ENSRNOG00000056866",0
"ENSRNOG00000066341",1
"ENSRNOG00000054387",0
"ENSRNOG00000053961",164
"ENSRNOG00000059449",0
"ENSRNOG00000068321",0
"ENSRNOG00000055502",0
"ENSRNOG00000054649",0
"ENSRNOG00000020843",1232
"ENSRNOG00000004246",198
"ENSRNOG00000070019",0
"ENSRNOG00000070557",5
"ENSRNOG00000063452",0
"ENSRNOG00000061173",0
"ENSRNOG00000054307",0
"ENSRNOG00000052059",0
"ENSRNOG00000062630",0
"ENSRNOG00000065726",0
"ENSRNOG00000063603",0
"ENSRNOG00000059300",0
"ENSRNOG00000019384",136
"ENSRNOG00000054952",0
"ENSRNOG00000054629",0
"ENSRNOG00000066078",0
"ENSRNOG00000070350",0
"ENSRNOG00000045676",0
"ENSRNOG00000053018",0
"ENSRNOG00000058504",1
"ENSRNOG00000058244",0
"ENSRNOG00000055800",0
"ENSRNOG00000053796",0
"ENSRNOG00000068206",0
"ENSRNOG00000058369",0
"ENSRNOG00000062549",0
"ENSRNOG00000057969",0
"ENSRNOG00000052816",0
"ENSRNOG00000002873",0
"ENSRNOG00000059399",0
"ENSRNOG00000070743",0
"ENSRNOG00000063400",1
"ENSRNOG00000003039",0
"ENSRNOG00000021988",0
"ENSRNOG00000022548",2
"ENSRNOG00000002757",177
"ENSRNOG00000002876",145
"ENSRNOG00000070137",0
"ENSRNOG00000067635",0
"ENSRNOG00000058556",0
"ENSRNOG00000002883",125
"ENSRNOG00000059610",0
"ENSRNOG00000067616",3
"ENSRNOG00000003326",1892
"ENSRNOG00000062744",0
"ENSRNOG00000026647",499
"ENSRNOG00000060046",0
"ENSRNOG00000056736",0
"ENSRNOG00000021796",0
"ENSRNOG00000060616",2
"ENSRNOG00000053569",0
"ENSRNOG00000060220",0
"ENSRNOG00000054213",0
"ENSRNOG00000051730",0
"ENSRNOG00000027368",586
"ENSRNOG00000057012",1
"ENSRNOG00000061736",0
"ENSRNOG00000002928",503
"ENSRNOG00000060502",1
"ENSRNOG00000017907",1361
"ENSRNOG00000063532",0
"ENSRNOG00000057893",0
"ENSRNOG00000054619",0
"ENSRNOG00000056183",0
"ENSRNOG00000042579",5
"ENSRNOG00000052660",1
"ENSRNOG00000057898",0
"ENSRNOG00000062443",0
"ENSRNOG00000055444",0
"ENSRNOG00000058380",0
"ENSRNOG00000066694",1553
"ENSRNOG00000053313",0
"ENSRNOG00000055592",0
"ENSRNOG00000069404",0
"ENSRNOG00000057232",0
"ENSRNOG00000065576",0
"ENSRNOG00000056377",0
"ENSRNOG00000060493",0
"ENSRNOG00000055722",0
"ENSRNOG00000002943",390
"ENSRNOG00000003794",140
"ENSRNOG00000068007",2
"ENSRNOG00000060059",0
"ENSRNOG00000057978",10
"ENSRNOG00000004283",847
"ENSRNOG00000055210",0
"ENSRNOG00000055429",4
"ENSRNOG00000070988",0
"ENSRNOG00000053386",0
"ENSRNOG00000070720",0
"ENSRNOG00000056913",3
"ENSRNOG00000068504",0
"ENSRNOG00000040121",0
"ENSRNOG00000002303",1
"ENSRNOG00000068432",0
"ENSRNOG00000064295",0
"ENSRNOG00000057925",10
"ENSRNOG00000066495",12
"ENSRNOG00000054510",0
"ENSRNOG00000064126",1
"ENSRNOG00000002930",36
"ENSRNOG00000065662",0
"ENSRNOG00000068389",15
"ENSRNOG00000015118",643
"ENSRNOG00000061574",0
"ENSRNOG00000064162",0
"ENSRNOG00000068674",0
"ENSRNOG00000054243",0
"ENSRNOG00000056054",0
"ENSRNOG00000053534",0
"ENSRNOG00000055332",1
"ENSRNOG00000057905",3
"ENSRNOG00000012681",226
"ENSRNOG00000066008",1
"ENSRNOG00000060816",3
"ENSRNOG00000059404",0
"ENSRNOG00000003019",1091
"ENSRNOG00000056979",0
"ENSRNOG00000053152",0
"ENSRNOG00000019477",32
"ENSRNOG00000069639",1
"ENSRNOG00000054431",0
"ENSRNOG00000002912",567
"ENSRNOG00000052485",0
"ENSRNOG00000070400",0
"ENSRNOG00000071058",0
"ENSRNOG00000062553",0
"ENSRNOG00000059688",0
"ENSRNOG00000069935",0
"ENSRNOG00000003065",1451
"ENSRNOG00000066575",0
"ENSRNOG00000002612",351
"ENSRNOG00000003728",244
"ENSRNOG00000037418",6
"ENSRNOG00000029245",0
"ENSRNOG00000068333",0
"ENSRNOG00000003125",948
"ENSRNOG00000031364",1797
"ENSRNOG00000020937",2456
"ENSRNOG00000005009",21
"ENSRNOG00000049768",297
"ENSRNOG00000022771",1193
"ENSRNOG00000037409",0
"ENSRNOG00000020803",7
"ENSRNOG00000004146",545
"ENSRNOG00000055533",4
"ENSRNOG00000065698",0
"ENSRNOG00000024557",40
"ENSRNOG00000021953",0
"ENSRNOG00000004141",2293
"ENSRNOG00000068288",0
"ENSRNOG00000003273",3
"ENSRNOG00000053814",1546
"ENSRNOG00000004608",499
"ENSRNOG00000015210",3
"ENSRNOG00000033653",0
"ENSRNOG00000004766",2828
"ENSRNOG00000063096",0
"ENSRNOG00000068635",0
"ENSRNOG00000002768",0
"ENSRNOG00000021713",596
"ENSRNOG00000067764",0
"ENSRNOG00000015236",0
"ENSRNOG00000003328",1023
"ENSRNOG00000055010",18
"ENSRNOG00000010257",421
"ENSRNOG00000004072",9053
"ENSRNOG00000020970",60
"ENSRNOG00000057040",75
"ENSRNOG00000003773",651
