"","LHNS1_aligned.bam"
"ENSRNOG00000063360",0
"ENSRNOG00000068259",11
"ENSRNOG00000064513",3
"ENSRNOG00000004572",43
"ENSRNOG00000029830",241
"ENSRNOG00000047521",0
"ENSRNOG00000064899",0
"ENSRNOG00000062310",0
"ENSRNOG00000021795",88
"ENSRNOG00000031269",912
"ENSRNOG00000067036",0
"ENSRNOG00000069189",0
"ENSRNOG00000029416",128
"ENSRNOG00000065582",0
"ENSRNOG00000004925",2798
"ENSRNOG00000009336",0
"ENSRNOG00000005332",101
"ENSRNOG00000057416",42
"ENSRNOG00000043026",1888
"ENSRNOG00000032311",0
"ENSRNOG00000068476",38
"ENSRNOG00000066966",0
"ENSRNOG00000026582",0
"ENSRNOG00000014058",1168
"ENSRNOG00000065522",0
"ENSRNOG00000062776",86
"ENSRNOG00000069078",0
"ENSRNOG00000065511",0
"ENSRNOG00000013947",445
"ENSRNOG00000042772",0
"ENSRNOG00000047264",0
"ENSRNOG00000068431",44
"ENSRNOG00000065705",0
"ENSRNOG00000005358",641
"ENSRNOG00000065067",0
"ENSRNOG00000069974",0
"ENSRNOG00000023828",2
"ENSRNOG00000067859",1
"ENSRNOG00000014440",778
"ENSRNOG00000004947",1302
"ENSRNOG00000031915",251
"ENSRNOG00000049098",0
"ENSRNOG00000070129",0
"ENSRNOG00000007934",0
"ENSRNOG00000039448",0
"ENSRNOG00000056595",0
"ENSRNOG00000029762",0
"ENSRNOG00000050500",2041
"ENSRNOG00000043438",0
"ENSRNOG00000069548",0
"ENSRNOG00000043367",0
"ENSRNOG00000052064",0
"ENSRNOG00000014634",886
"ENSRNOG00000002333",0
"ENSRNOG00000026962",1407
"ENSRNOG00000063567",0
"ENSRNOG00000030633",2928
"ENSRNOG00000064972",0
"ENSRNOG00000023781",5497
"ENSRNOG00000006167",2
"ENSRNOG00000028911",0
"ENSRNOG00000012886",313
"ENSRNOG00000062798",340
"ENSRNOG00000068317",0
"ENSRNOG00000026913",195
"ENSRNOG00000067435",0
"ENSRNOG00000013076",1659
"ENSRNOG00000042318",1
"ENSRNOG00000022802",3237
"ENSRNOG00000063642",1
"ENSRNOG00000056930",4
"ENSRNOG00000023762",2
"ENSRNOG00000065704",0
"ENSRNOG00000063924",8
"ENSRNOG00000004149",0
"ENSRNOG00000064795",2
"ENSRNOG00000029698",428
"ENSRNOG00000068447",19
"ENSRNOG00000058406",32
"ENSRNOG00000062301",0
"ENSRNOG00000022844",0
"ENSRNOG00000029478",227
"ENSRNOG00000069732",28
"ENSRNOG00000064067",0
"ENSRNOG00000004583",1
"ENSRNOG00000007728",529
"ENSRNOG00000063063",1
"ENSRNOG00000067873",261
"ENSRNOG00000009598",605
"ENSRNOG00000067777",18
"ENSRNOG00000028214",0
"ENSRNOG00000066748",0
"ENSRNOG00000004361",227
"ENSRNOG00000070885",0
"ENSRNOG00000003890",3389
"ENSRNOG00000042496",141
"ENSRNOG00000003347",0
"ENSRNOG00000015538",1
"ENSRNOG00000011305",0
"ENSRNOG00000018920",1284
"ENSRNOG00000065865",0
"ENSRNOG00000029238",480
"ENSRNOG00000048450",22
"ENSRNOG00000069876",0
"ENSRNOG00000066458",6
"ENSRNOG00000067061",0
"ENSRNOG00000025369",0
"ENSRNOG00000068651",77
"ENSRNOG00000032394",0
"ENSRNOG00000066941",0
"ENSRNOG00000067067",2
"ENSRNOG00000014633",1593
"ENSRNOG00000037060",0
"ENSRNOG00000005577",1199
"ENSRNOG00000050212",0
"ENSRNOG00000004077",2
"ENSRNOG00000032682",0
"ENSRNOG00000061776",0
"ENSRNOG00000024170",540
"ENSRNOG00000063210",0
"ENSRNOG00000013753",6
"ENSRNOG00000062586",0
"ENSRNOG00000004438",0
"ENSRNOG00000069805",0
"ENSRNOG00000064377",0
"ENSRNOG00000026600",1
"ENSRNOG00000059733",0
"ENSRNOG00000008476",0
"ENSRNOG00000006392",344
"ENSRNOG00000068582",0
"ENSRNOG00000042056",1
"ENSRNOG00000031181",0
"ENSRNOG00000030355",1025
"ENSRNOG00000004019",1246
"ENSRNOG00000008499",0
"ENSRNOG00000063178",0
"ENSRNOG00000046472",1254
"ENSRNOG00000066452",0
"ENSRNOG00000004035",225
"ENSRNOG00000008449",4
"ENSRNOG00000067732",0
"ENSRNOG00000012953",1240
"ENSRNOG00000068277",0
"ENSRNOG00000021773",943
"ENSRNOG00000026644",1739
"ENSRNOG00000015741",23
"ENSRNOG00000024128",5458
"ENSRNOG00000051152",34
"ENSRNOG00000068156",4
"ENSRNOG00000007300",2302
"ENSRNOG00000007648",6921
"ENSRNOG00000064308",188
"ENSRNOG00000069802",134
"ENSRNOG00000064426",0
"ENSRNOG00000065340",145
"ENSRNOG00000051928",0
"ENSRNOG00000029128",0
"ENSRNOG00000055573",2
"ENSRNOG00000006762",1563
"ENSRNOG00000000186",924
"ENSRNOG00000065176",0
"ENSRNOG00000050274",0
"ENSRNOG00000062562",0
"ENSRNOG00000064810",0
"ENSRNOG00000000185",2256
"ENSRNOG00000065217",0
"ENSRNOG00000066372",192
"ENSRNOG00000065654",0
"ENSRNOG00000004773",695
"ENSRNOG00000064636",0
"ENSRNOG00000049053",0
"ENSRNOG00000064506",36
"ENSRNOG00000065277",0
"ENSRNOG00000021812",93
"ENSRNOG00000004471",290
"ENSRNOG00000064649",0
"ENSRNOG00000064446",0
"ENSRNOG00000067735",0
"ENSRNOG00000065149",0
"ENSRNOG00000068026",1290
"ENSRNOG00000016465",49
"ENSRNOG00000064949",0
"ENSRNOG00000062455",73
"ENSRNOG00000064715",0
"ENSRNOG00000026252",194
"ENSRNOG00000068241",11
"ENSRNOG00000068109",81
"ENSRNOG00000064395",0
"ENSRNOG00000067581",0
"ENSRNOG00000064149",4
"ENSRNOG00000070290",8
"ENSRNOG00000008988",1
"ENSRNOG00000065547",0
"ENSRNOG00000021732",1270
"ENSRNOG00000021285",168
"ENSRNOG00000008464",0
"ENSRNOG00000070351",1
"ENSRNOG00000042262",0
"ENSRNOG00000069818",10
"ENSRNOG00000065275",15
"ENSRNOG00000005378",0
"ENSRNOG00000025344",0
"ENSRNOG00000019857",17
"ENSRNOG00000007509",0
"ENSRNOG00000069272",0
"ENSRNOG00000062931",27
"ENSRNOG00000011104",24
"ENSRNOG00000009570",28
"ENSRNOG00000064557",0
"ENSRNOG00000019682",515
"ENSRNOG00000033583",28
"ENSRNOG00000007375",0
"ENSRNOG00000011214",756
"ENSRNOG00000068480",35
"ENSRNOG00000065526",11
"ENSRNOG00000055925",4188
"ENSRNOG00000007352",1
"ENSRNOG00000016952",0
"ENSRNOG00000069098",3
"ENSRNOG00000066130",4
"ENSRNOG00000008398",2
"ENSRNOG00000064418",0
"ENSRNOG00000052296",0
"ENSRNOG00000067887",22
"ENSRNOG00000007348",0
"ENSRNOG00000067221",0
"ENSRNOG00000067814",0
"ENSRNOG00000070186",0
"ENSRNOG00000050907",0
"ENSRNOG00000028711",761
"ENSRNOG00000010821",220
"ENSRNOG00000056018",1
"ENSRNOG00000026094",0
"ENSRNOG00000052157",227
"ENSRNOG00000067996",0
"ENSRNOG00000063997",0
"ENSRNOG00000071023",384
"ENSRNOG00000069203",0
"ENSRNOG00000070296",0
"ENSRNOG00000065381",0
"ENSRNOG00000066156",0
"ENSRNOG00000067411",1
"ENSRNOG00000011020",4314
"ENSRNOG00000066719",0
"ENSRNOG00000068608",58
"ENSRNOG00000050249",0
"ENSRNOG00000064881",0
"ENSRNOG00000064028",0
"ENSRNOG00000069936",0
"ENSRNOG00000007350",1
"ENSRNOG00000067346",0
"ENSRNOG00000070437",0
"ENSRNOG00000064416",10
"ENSRNOG00000058914",252
"ENSRNOG00000069149",0
"ENSRNOG00000071069",43
"ENSRNOG00000006759",167
"ENSRNOG00000062694",363
"ENSRNOG00000014511",376
"ENSRNOG00000070127",1
"ENSRNOG00000070978",164
"ENSRNOG00000064413",0
"ENSRNOG00000012090",1
"ENSRNOG00000062597",5
"ENSRNOG00000008857",3969
"ENSRNOG00000006393",630
"ENSRNOG00000063544",0
"ENSRNOG00000031233",35
"ENSRNOG00000062722",0
"ENSRNOG00000065097",444
"ENSRNOG00000005278",0
"ENSRNOG00000007597",45
"ENSRNOG00000070151",0
"ENSRNOG00000065442",1
"ENSRNOG00000064274",0
"ENSRNOG00000062841",0
"ENSRNOG00000006350",1
"ENSRNOG00000067044",19
"ENSRNOG00000018655",439
"ENSRNOG00000070493",0
"ENSRNOG00000066930",0
"ENSRNOG00000006984",4
"ENSRNOG00000008409",158
"ENSRNOG00000063668",0
"ENSRNOG00000015450",212
"ENSRNOG00000003889",606
"ENSRNOG00000065717",0
"ENSRNOG00000066464",1
"ENSRNOG00000064036",294
"ENSRNOG00000067787",1
"ENSRNOG00000065659",3843
"ENSRNOG00000064728",0
"ENSRNOG00000005874",38
"ENSRNOG00000066781",1
"ENSRNOG00000008378",474
"ENSRNOG00000033915",1
"ENSRNOG00000068271",0
"ENSRNOG00000065265",0
"ENSRNOG00000000190",0
"ENSRNOG00000066167",0
"ENSRNOG00000003772",1715
"ENSRNOG00000067182",0
"ENSRNOG00000026212",1046
"ENSRNOG00000007133",11048
"ENSRNOG00000068660",25
"ENSRNOG00000066565",150
"ENSRNOG00000071046",77
"ENSRNOG00000020601",825
"ENSRNOG00000064117",2
"ENSRNOG00000008038",0
"ENSRNOG00000064910",1
"ENSRNOG00000007332",0
"ENSRNOG00000066622",4
"ENSRNOG00000007921",719
"ENSRNOG00000003803",351
"ENSRNOG00000065198",12
"ENSRNOG00000006885",0
"ENSRNOG00000069930",186
"ENSRNOG00000069570",2
"ENSRNOG00000052025",5532
"ENSRNOG00000054458",0
"ENSRNOG00000068679",234
"ENSRNOG00000029866",104
"ENSRNOG00000011170",41
"ENSRNOG00000005446",1787
"ENSRNOG00000067729",11
"ENSRNOG00000062671",0
"ENSRNOG00000024907",606
"ENSRNOG00000007769",1879
"ENSRNOG00000020464",728
"ENSRNOG00000004221",1
"ENSRNOG00000069623",2
"ENSRNOG00000026128",3
"ENSRNOG00000062815",5
"ENSRNOG00000066534",15
"ENSRNOG00000070673",1
"ENSRNOG00000020431",15
"ENSRNOG00000054801",0
"ENSRNOG00000069026",3
"ENSRNOG00000064404",0
"ENSRNOG00000009884",13845
"ENSRNOG00000057981",0
"ENSRNOG00000069034",20
"ENSRNOG00000065676",141
"ENSRNOG00000071071",0
"ENSRNOG00000067261",0
"ENSRNOG00000039861",78
"ENSRNOG00000007664",0
"ENSRNOG00000065559",0
"ENSRNOG00000005758",1
"ENSRNOG00000053624",8
"ENSRNOG00000005234",273
"ENSRNOG00000039858",162
"ENSRNOG00000063593",0
"ENSRNOG00000032261",1
"ENSRNOG00000066749",82
"ENSRNOG00000067467",11
"ENSRNOG00000066189",1
"ENSRNOG00000062824",2
"ENSRNOG00000013577",1825
"ENSRNOG00000066348",113
"ENSRNOG00000068721",4
"ENSRNOG00000006940",0
"ENSRNOG00000020161",552
"ENSRNOG00000053060",1120
"ENSRNOG00000066006",0
"ENSRNOG00000027060",6
"ENSRNOG00000004588",290
"ENSRNOG00000062414",791
"ENSRNOG00000004169",545
"ENSRNOG00000051170",7785
"ENSRNOG00000069255",39
"ENSRNOG00000006998",70
"ENSRNOG00000020383",424
"ENSRNOG00000021317",2410
"ENSRNOG00000006978",71
"ENSRNOG00000045524",398
"ENSRNOG00000049236",39615
"ENSRNOG00000067167",757
"ENSRNOG00000021833",1
"ENSRNOG00000033397",33
"ENSRNOG00000065932",29
"ENSRNOG00000016875",149
"ENSRNOG00000020266",67134
"ENSRNOG00000068522",0
"ENSRNOG00000067211",0
"ENSRNOG00000013869",29
"ENSRNOG00000030150",5
"ENSRNOG00000057162",0
"ENSRNOG00000004411",9
"ENSRNOG00000029738",25
"ENSRNOG00000048636",1
"ENSRNOG00000026866",46
"ENSRNOG00000005491",4
"ENSRNOG00000020230",412
"ENSRNOG00000004303",16686
"ENSRNOG00000009592",8550
"ENSRNOG00000012215",1
"ENSRNOG00000016968",366
"ENSRNOG00000004637",693
"ENSRNOG00000003880",0
"ENSRNOG00000042897",0
"ENSRNOG00000004831",2585
"ENSRNOG00000007587",468
"ENSRNOG00000026634",0
"ENSRNOG00000066999",1
"ENSRNOG00000000187",0
"ENSRNOG00000022772",1619
"ENSRNOG00000003923",250
"ENSRNOG00000067350",0
"ENSRNOG00000004259",199
"ENSRNOG00000063758",0
"ENSRNOG00000003985",262
"ENSRNOG00000029179",2
"ENSRNOG00000005370",0
"ENSRNOG00000039136",0
"ENSRNOG00000047414",1
"ENSRNOG00000022937",0
"ENSRNOG00000004793",1863
"ENSRNOG00000005927",1512
"ENSRNOG00000015583",580
"ENSRNOG00000018745",488
"ENSRNOG00000005350",314
"ENSRNOG00000008897",1554
"ENSRNOG00000007545",117
"ENSRNOG00000004314",98
"ENSRNOG00000006995",6306
"ENSRNOG00000019196",389
"ENSRNOG00000006622",425
"ENSRNOG00000020585",155
"ENSRNOG00000055293",4
"ENSRNOG00000039852",250
"ENSRNOG00000063265",0
"ENSRNOG00000004813",334
"ENSRNOG00000007839",164
"ENSRNOG00000000231",1199
"ENSRNOG00000029354",6
"ENSRNOG00000004483",0
"ENSRNOG00000020577",1889
"ENSRNOG00000009360",679
"ENSRNOG00000007323",487
"ENSRNOG00000004185",2031
"ENSRNOG00000018803",5363
"ENSRNOG00000027622",1400
"ENSRNOG00000004695",8
"ENSRNOG00000070482",0
"ENSRNOG00000006068",154
"ENSRNOG00000051536",8
"ENSRNOG00000042668",2244
"ENSRNOG00000020407",26
"ENSRNOG00000007432",481
"ENSRNOG00000000184",111
"ENSRNOG00000019187",4
"ENSRNOG00000004962",825
"ENSRNOG00000024027",283
"ENSRNOG00000004909",663
"ENSRNOG00000004505",4989
"ENSRNOG00000023262",190
"ENSRNOG00000006235",1
"ENSRNOG00000048230",0
"ENSRNOG00000008517",3009
"ENSRNOG00000008539",1
"ENSRNOG00000007400",1196
"ENSRNOG00000066159",110
"ENSRNOG00000071034",0
"ENSRNOG00000032569",1
"ENSRNOG00000007048",1369
"ENSRNOG00000065103",0
"ENSRNOG00000007088",4601
"ENSRNOG00000020501",51
"ENSRNOG00000067334",0
"ENSRNOG00000060407",2
"ENSRNOG00000042886",40
"ENSRNOG00000062386",21
"ENSRNOG00000063083",17
"ENSRNOG00000067692",0
"ENSRNOG00000070723",0
"ENSRNOG00000005642",2356
"ENSRNOG00000017197",45
"ENSRNOG00000004048",984
"ENSRNOG00000008061",2002
"ENSRNOG00000020466",1397
"ENSRNOG00000006901",1619
"ENSRNOG00000069032",0
"ENSRNOG00000008696",137
"ENSRNOG00000005034",2124
"ENSRNOG00000060879",18
"ENSRNOG00000068725",0
"ENSRNOG00000032420",30
"ENSRNOG00000058647",1
"ENSRNOG00000043197",0
"ENSRNOG00000023122",0
"ENSRNOG00000029028",1487
"ENSRNOG00000067243",0
"ENSRNOG00000067417",0
"ENSRNOG00000005362",311
"ENSRNOG00000026976",0
"ENSRNOG00000010359",0
"ENSRNOG00000005129",2043
"ENSRNOG00000067407",2
"ENSRNOG00000033579",471
"ENSRNOG00000042771",2
"ENSRNOG00000007654",951
"ENSRNOG00000014637",3409
"ENSRNOG00000022932",75
"ENSRNOG00000007468",0
"ENSRNOG00000012457",923
"ENSRNOG00000004476",54
"ENSRNOG00000027124",612
"ENSRNOG00000010309",331
"ENSRNOG00000020416",147
"ENSRNOG00000007821",1195
"ENSRNOG00000022896",287
"ENSRNOG00000004996",254
"ENSRNOG00000067654",0
"ENSRNOG00000047782",3
"ENSRNOG00000018895",0
"ENSRNOG00000004229",64
"ENSRNOG00000004312",703
"ENSRNOG00000008885",127
"ENSRNOG00000004306",17
"ENSRNOG00000049407",1
"ENSRNOG00000004316",20
"ENSRNOG00000008713",601
"ENSRNOG00000004517",6
"ENSRNOG00000004311",0
"ENSRNOG00000007365",0
"ENSRNOG00000012812",1124
"ENSRNOG00000009585",1323
"ENSRNOG00000019377",5
"ENSRNOG00000007230",52
"ENSRNOG00000022778",824
"ENSRNOG00000007834",3583
"ENSRNOG00000029651",99
"ENSRNOG00000070111",4
"ENSRNOG00000022877",1155
"ENSRNOG00000019349",1566
"ENSRNOG00000026793",1895
"ENSRNOG00000013514",2044
"ENSRNOG00000022296",0
"ENSRNOG00000046214",62
"ENSRNOG00000056446",37
"ENSRNOG00000053510",521
"ENSRNOG00000006304",861
"ENSRNOG00000010539",143
"ENSRNOG00000016156",2511
"ENSRNOG00000032546",2004
"ENSRNOG00000024967",175
"ENSRNOG00000025046",351
"ENSRNOG00000013593",0
"ENSRNOG00000004492",665
"ENSRNOG00000054624",0
"ENSRNOG00000046955",4943
"ENSRNOG00000004302",0
"ENSRNOG00000010141",192
"ENSRNOG00000052289",9811
"ENSRNOG00000055408",105
"ENSRNOG00000025742",133
"ENSRNOG00000007601",2
"ENSRNOG00000006541",261
"ENSRNOG00000005614",1963
"ENSRNOG00000004682",83
"ENSRNOG00000006946",1
"ENSRNOG00000032429",7
"ENSRNOG00000009756",1348
"ENSRNOG00000037025",0
"ENSRNOG00000025120",11
"ENSRNOG00000066777",0
"ENSRNOG00000012295",452
"ENSRNOG00000068896",12
"ENSRNOG00000019924",435
"ENSRNOG00000062542",48
"ENSRNOG00000022975",0
"ENSRNOG00000042460",64
"ENSRNOG00000004727",251
"ENSRNOG00000004839",127
"ENSRNOG00000050884",0
"ENSRNOG00000008064",896
"ENSRNOG00000016896",26748
"ENSRNOG00000020005",1739
"ENSRNOG00000004226",507
"ENSRNOG00000054420",147
"ENSRNOG00000029465",71
"ENSRNOG00000005102",1230
"ENSRNOG00000019822",576
"ENSRNOG00000017108",9
"ENSRNOG00000011094",0
"ENSRNOG00000053269",446
"ENSRNOG00000018788",559
"ENSRNOG00000004177",1
"ENSRNOG00000022570",107
"ENSRNOG00000026963",4181
"ENSRNOG00000005965",305
"ENSRNOG00000057881",798
"ENSRNOG00000005931",1107
"ENSRNOG00000007286",106
"ENSRNOG00000026982",118
"ENSRNOG00000071195",34
"ENSRNOG00000004688",4034
"ENSRNOG00000022507",506
"ENSRNOG00000017434",25
"ENSRNOG00000005437",203
"ENSRNOG00000066134",0
"ENSRNOG00000026807",1
"ENSRNOG00000005243",91
"ENSRNOG00000025898",1
"ENSRNOG00000019552",171
"ENSRNOG00000017285",6
"ENSRNOG00000004294",0
"ENSRNOG00000062462",0
"ENSRNOG00000066111",0
"ENSRNOG00000064198",0
"ENSRNOG00000070632",0
"ENSRNOG00000028956",754
"ENSRNOG00000017553",1473
"ENSRNOG00000005190",1049
"ENSRNOG00000067109",0
"ENSRNOG00000005388",523
"ENSRNOG00000008174",604
"ENSRNOG00000067422",2
"ENSRNOG00000068220",10289
"ENSRNOG00000007686",2
"ENSRNOG00000017801",10643
"ENSRNOG00000033787",805
"ENSRNOG00000005528",410
"ENSRNOG00000050419",116
"ENSRNOG00000017847",270
"ENSRNOG00000017916",1171
"ENSRNOG00000008331",1067
"ENSRNOG00000048843",167
"ENSRNOG00000005689",581
"ENSRNOG00000042522",67
"ENSRNOG00000007679",1
"ENSRNOG00000047631",16
"ENSRNOG00000070907",163
"ENSRNOG00000005763",991
"ENSRNOG00000008569",962
"ENSRNOG00000047895",260
"ENSRNOG00000019891",2631
"ENSRNOG00000010834",0
"ENSRNOG00000005572",0
"ENSRNOG00000025059",24
"ENSRNOG00000018330",1
"ENSRNOG00000007197",0
"ENSRNOG00000025023",4
"ENSRNOG00000010209",150
"ENSRNOG00000068987",0
"ENSRNOG00000018529",2202
"ENSRNOG00000063755",139
"ENSRNOG00000055305",286
"ENSRNOG00000038943",0
"ENSRNOG00000068626",7
"ENSRNOG00000005720",0
"ENSRNOG00000004013",206
"ENSRNOG00000019383",951
"ENSRNOG00000059015",276
"ENSRNOG00000046492",98
"ENSRNOG00000015916",218
"ENSRNOG00000008586",1248
"ENSRNOG00000013764",133
"ENSRNOG00000013423",844
"ENSRNOG00000025053",38080
"ENSRNOG00000005823",878
"ENSRNOG00000005790",0
"ENSRNOG00000018316",1
"ENSRNOG00000011952",299
"ENSRNOG00000034139",1
"ENSRNOG00000066910",1
"ENSRNOG00000006367",0
"ENSRNOG00000005825",1
"ENSRNOG00000010549",1485
"ENSRNOG00000008415",889
"ENSRNOG00000008016",2751
"ENSRNOG00000004400",242
"ENSRNOG00000008050",2
"ENSRNOG00000052981",253
"ENSRNOG00000031851",5
"ENSRNOG00000004189",134
"ENSRNOG00000008022",539
"ENSRNOG00000064573",0
"ENSRNOG00000023410",24
"ENSRNOG00000008106",2270
"ENSRNOG00000064852",0
"ENSRNOG00000005228",2581
"ENSRNOG00000009736",0
"ENSRNOG00000023824",2
"ENSRNOG00000014844",93
"ENSRNOG00000069507",5
"ENSRNOG00000058271",190
"ENSRNOG00000004936",13010
"ENSRNOG00000023951",1
"ENSRNOG00000033570",0
"ENSRNOG00000028782",284
"ENSRNOG00000005956",1
"ENSRNOG00000013067",1
"ENSRNOG00000005270",11
"ENSRNOG00000054994",0
"ENSRNOG00000055497",0
"ENSRNOG00000057424",0
"ENSRNOG00000005138",1210
"ENSRNOG00000052986",2
"ENSRNOG00000023202",638
"ENSRNOG00000060183",0
"ENSRNOG00000056776",0
"ENSRNOG00000056217",0
"ENSRNOG00000059833",0
"ENSRNOG00000059498",0
"ENSRNOG00000058093",0
"ENSRNOG00000025551",101
"ENSRNOG00000031789",508
"ENSRNOG00000057249",0
"ENSRNOG00000053801",0
"ENSRNOG00000057420",0
"ENSRNOG00000060548",0
"ENSRNOG00000063441",0
"ENSRNOG00000046159",7894
"ENSRNOG00000070649",0
"ENSRNOG00000059305",0
"ENSRNOG00000011278",350
"ENSRNOG00000051692",0
"ENSRNOG00000063694",0
"ENSRNOG00000069745",0
"ENSRNOG00000011136",475
"ENSRNOG00000016852",48
"ENSRNOG00000032335",0
"ENSRNOG00000031383",0
"ENSRNOG00000031425",0
"ENSRNOG00000007700",0
"ENSRNOG00000011507",111
"ENSRNOG00000045629",174
"ENSRNOG00000004459",7
"ENSRNOG00000053692",2
"ENSRNOG00000067950",0
"ENSRNOG00000032871",0
"ENSRNOG00000058099",0
"ENSRNOG00000065009",0
"ENSRNOG00000060257",0
"ENSRNOG00000059077",0
"ENSRNOG00000052214",0
"ENSRNOG00000068129",0
"ENSRNOG00000004603",74
"ENSRNOG00000059423",0
"ENSRNOG00000006870",783
"ENSRNOG00000065099",0
"ENSRNOG00000004659",284
"ENSRNOG00000052580",0
"ENSRNOG00000058804",0
"ENSRNOG00000061681",1
"ENSRNOG00000065930",0
"ENSRNOG00000059977",0
"ENSRNOG00000004421",240
"ENSRNOG00000007003",1
"ENSRNOG00000055749",0
"ENSRNOG00000058828",0
"ENSRNOG00000054968",0
"ENSRNOG00000071082",0
"ENSRNOG00000007262",105
"ENSRNOG00000036516",1
"ENSRNOG00000010078",25
"ENSRNOG00000035457",7
"ENSRNOG00000041758",0
"ENSRNOG00000048399",0
"ENSRNOG00000052725",1
"ENSRNOG00000035529",0
"ENSRNOG00000004391",0
"ENSRNOG00000047216",0
"ENSRNOG00000056727",0
"ENSRNOG00000056493",0
"ENSRNOG00000041492",1
"ENSRNOG00000060956",1856
"ENSRNOG00000035461",22
"ENSRNOG00000035525",1
"ENSRNOG00000041450",0
"ENSRNOG00000035611",0
"ENSRNOG00000015177",3764
"ENSRNOG00000006766",4357
"ENSRNOG00000035543",6
"ENSRNOG00000064006",0
"ENSRNOG00000041348",0
"ENSRNOG00000053467",2
"ENSRNOG00000036514",0
"ENSRNOG00000009658",524
"ENSRNOG00000035614",0
"ENSRNOG00000035636",1
"ENSRNOG00000017022",1437
"ENSRNOG00000045781",0
"ENSRNOG00000066306",0
"ENSRNOG00000035642",1
"ENSRNOG00000035547",0
"ENSRNOG00000006578",0
"ENSRNOG00000014137",15
"ENSRNOG00000006060",372
"ENSRNOG00000025504",918
"ENSRNOG00000017057",498
"ENSRNOG00000066252",2389
"ENSRNOG00000057264",1
"ENSRNOG00000051838",81
"ENSRNOG00000054019",2
"ENSRNOG00000055844",0
"ENSRNOG00000010807",164
"ENSRNOG00000060779",0
"ENSRNOG00000052434",0
"ENSRNOG00000060170",0
"ENSRNOG00000061717",3
"ENSRNOG00000010588",11750
"ENSRNOG00000058707",1
"ENSRNOG00000007000",0
"ENSRNOG00000062476",0
"ENSRNOG00000055394",0
"ENSRNOG00000056800",0
"ENSRNOG00000055397",0
"ENSRNOG00000056599",1
"ENSRNOG00000057767",0
"ENSRNOG00000055237",0
"ENSRNOG00000057747",0
"ENSRNOG00000070036",0
"ENSRNOG00000063910",0
"ENSRNOG00000071132",1
"ENSRNOG00000068807",5
"ENSRNOG00000010793",504
"ENSRNOG00000056857",5
"ENSRNOG00000065332",0
"ENSRNOG00000008639",39104
"ENSRNOG00000007581",0
"ENSRNOG00000067202",1
"ENSRNOG00000058682",0
"ENSRNOG00000052381",0
"ENSRNOG00000063116",1
"ENSRNOG00000070636",11
"ENSRNOG00000052505",0
"ENSRNOG00000060456",2
"ENSRNOG00000057766",0
"ENSRNOG00000066702",0
"ENSRNOG00000061082",0
"ENSRNOG00000058376",0
"ENSRNOG00000055418",0
"ENSRNOG00000054193",1
"ENSRNOG00000030814",0
"ENSRNOG00000064830",0
"ENSRNOG00000006118",901
"ENSRNOG00000066363",0
"ENSRNOG00000067345",0
"ENSRNOG00000062426",0
"ENSRNOG00000054025",0
"ENSRNOG00000056927",0
"ENSRNOG00000060330",0
"ENSRNOG00000025501",0
"ENSRNOG00000070142",0
"ENSRNOG00000068761",0
"ENSRNOG00000066308",0
"ENSRNOG00000063604",1
"ENSRNOG00000066043",0
"ENSRNOG00000061818",0
"ENSRNOG00000070821",0
"ENSRNOG00000069470",0
"ENSRNOG00000004578",0
"ENSRNOG00000066147",0
"ENSRNOG00000063468",0
"ENSRNOG00000058916",499
"ENSRNOG00000055183",0
"ENSRNOG00000051459",0
"ENSRNOG00000038948",2
"ENSRNOG00000054055",0
"ENSRNOG00000069608",0
"ENSRNOG00000004403",516
"ENSRNOG00000069747",0
"ENSRNOG00000070637",327
"ENSRNOG00000056340",0
"ENSRNOG00000052862",2
"ENSRNOG00000068939",0
"ENSRNOG00000042978",72
"ENSRNOG00000059857",63
"ENSRNOG00000054775",2632
"ENSRNOG00000034316",0
"ENSRNOG00000056530",0
"ENSRNOG00000015447",1710
"ENSRNOG00000056726",0
"ENSRNOG00000004301",517
"ENSRNOG00000007032",1
"ENSRNOG00000052611",0
"ENSRNOG00000053843",0
"ENSRNOG00000057961",0
"ENSRNOG00000006653",41
"ENSRNOG00000010459",0
"ENSRNOG00000005263",1344
"ENSRNOG00000052218",0
"ENSRNOG00000038916",919
"ENSRNOG00000060638",0
"ENSRNOG00000058269",17
"ENSRNOG00000065976",22
"ENSRNOG00000061351",0
"ENSRNOG00000004502",3
"ENSRNOG00000058201",0
"ENSRNOG00000063448",0
"ENSRNOG00000055100",0
"ENSRNOG00000066564",0
"ENSRNOG00000057777",0
"ENSRNOG00000055395",0
"ENSRNOG00000007875",239
"ENSRNOG00000055833",0
"ENSRNOG00000032828",0
"ENSRNOG00000022807",348
"ENSRNOG00000058379",0
"ENSRNOG00000057004",0
"ENSRNOG00000008367",0
"ENSRNOG00000055582",2
"ENSRNOG00000060815",0
"ENSRNOG00000006816",6901
"ENSRNOG00000055214",0
"ENSRNOG00000059158",0
"ENSRNOG00000063628",0
"ENSRNOG00000053405",236
"ENSRNOG00000066150",0
"ENSRNOG00000067057",0
"ENSRNOG00000064494",0
"ENSRNOG00000052077",0
"ENSRNOG00000055273",0
"ENSRNOG00000053002",0
"ENSRNOG00000005291",339
"ENSRNOG00000064518",0
"ENSRNOG00000057900",0
"ENSRNOG00000065227",0
"ENSRNOG00000067964",0
"ENSRNOG00000070612",0
